"Press Release Title","Laughter really is the best medicine (for leg ulcers)","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Use of weekly, low dose, high frequency ultrasound for hard
to heal venous leg ulcers: the VenUS III randomised
controlled trial
","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","3.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","8.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Small or Large Based on what they say","0.0","0.0","0.0","0.0","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Duration of Study","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","1.0","","1.0","1.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Number of Time Points for longitudinal studies","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","1.0","0.0","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to PR and Other","","","0.0","0.0","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","",""
"","Quotes","Present","","","1.0","1.0","","1.0","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Quote 1 Source","","","","1.0","","1.0","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Quote 2 Source","","","","-9.0","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Quote 3 Source","","","","-9.0","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Quote 4 Source","","","","-9.0","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Quote 5 Source","","","","-9.0","","-9.0","-9.0","","","","","-9.0","","","","","","","","","","","","","","","","","","","","","","",""
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","2.0","0.0","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","Conflict of Interest ","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","0.0","","0.0","0.0","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
