"Press Release Title","Less salt, less strokes says new research from Warwick","Key:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Study Title: Original Research","Policy options to reduce population salt intake","","","","Dotted Cells first","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Discipline","4.0","","Title ","","Diagonal Lines Second","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline","2.0","","First 2 sentences","","Striped Cells Third","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-discipline 2","8.0","","Discussion/ Conclusion","","Blank Cells Last","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Notes (complete/incomplete)","complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Coder:","7.0","","Journal Article - Body","Journal Article - Title and Abstract","Press Release","Daily Mail","Sun","Mirror","Express","Times","Guardian","Telegraph","Independent","Daily Star","Scotsman","Financial Times","Racing Post","The Observer","Sunday Sun","Mail on Sunday","Sunday Mirror","Sunday Times","Sunday Express","Daily Star Sunday","The People","Sunday Telegraph","Sunday Mail","Sunday Post","Financial Times","Economist","BBC News","BBC News","Mail Online","Guardian.co.uk","Press Association","Reuters","Associated Press","Metro"
"","","Words to First Mention","","-9.0","44.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","Study Facts","N","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Completion Rate","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Small or Large Based on what they say","0.0","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Duration of Study","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Number of Time Points for longitudinal studies","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","2.0","","1.0","1.0","","","","1.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","0.0"
"","","Link or reference to PR and Other","","","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","Quotes","Present","","","1.0","","0.0","1.0","","","","0.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","0.0"
"","","Quote 1 Source","","","","","-9.0","1.0","","","","-9.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","-9.0"
"","","Quote 2 Source","","","","","-9.0","2.0","","","","-9.0","","","","","","","","","","","","","","","","","","","2.0","","","","","","","-9.0"
"","","Quote 3 Source","","","","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","3.0","","","","","","","-9.0"
"","","Quote 4 Source","","","","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","4.0","","","","","","","-9.0"
"","","Quote 5 Source","","","","","-9.0","-9.0","","","","-9.0","","","","","","","","","","","","","","","","","","","-9.0","","","","","","","-9.0"
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","Conflict of Interest ","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","","0.0","0.0","","","","0.0","","","","","","","","","","","","","","","","","","","0.0","","","","","","","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
