"","Advice","Advice to Change Behaviour","major implications for information to be given to newly diagnosed patients, who should know that they have a potentially reversible condition and not one that is inevitably progressive","0.0","Diabetes UK strongly recommends that such a drastic diet should only be undertaken under medical supervision","no one should go on such a drastic diet without speaking to his or her doctor","0.0","0.0","not to try the new wonder cure without close medical supervision","People with type 2 diabetes could reverse their condition with a very low-calorie diet","people should not embark on such a diet without a doctor's approval and help","2.5million people with the condition in Britain could cure themselves, if they had the willpower","Diabetes UK strongly recommends that such a drastic diet should only be undertaken under medical supervision","","","","","","","","","","","","","","","","","","","","","","","","","PEOPLE living with mild diabetes can cure themselves - if they are willing to following a very low-calorie diet"
"","","Code","2.0","0.0","3.0","3.0","0.0","0.0","3.0","3.0","3.0","1.0","3.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Number of Mentions","","","1.0","1.0","-9.0","-9.0","2.0","1.0","2.0","-9.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","612.0","394.0","-9.0","-9.0","316.0","1.0","690.0","-9.0","272.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","What terms were included in the count?","","","see above","see above","-9.0","-9.0","medical supervision","see above","doctor's help, medical supervision","-9.0","medical supervision","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Is the same Advice being coded here?","","","3.0","4.0","-9.0","-9.0","4.0","1.0","4.0","-9.0","4.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Note differences here","","","particular advice not stated in the research article","advice stated in the press release","-9.0","-9.0","advice stated in the press release","this particular advice was not explicitly stated by the authors","advice stated in the press release","-9.0","same advice was in the press release","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Justification Offered for changing behaviour?","1.0","-9.0","0.0","0.0","-9.0","-9.0","0.0","1.0","0.0","-9.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","-9.0","-9.0","-9.0","20.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Caveats Mentioned?","0.0","-9.0","0.0","0.0","-9.0","-9.0","0.0","0.0","0.0","-9.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Study Design  First IV and DV                    ","Study Design","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Words to First Mention","","38.0","333.0","260.0","14.0","40.0","517.0","-9.0","-9.0","116.0","40.0","","","","","","","","","","","","","","","","","","","","","","","","","143.0"
"","Study Design  Second IV and DV                    ","Study Design","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Words to First Mention","","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","Study Facts","N","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Completion Rate","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Small or Large Based on what they say","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Duration of Study","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Number of Time Points for longitudinal studies","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Open Access?","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","2.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Link or reference to PR and Other","","","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","Quotes","Present","","","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"","","Quote 1 Source","","","","1.0","1.0","1.0","1.0","-9.0","1.0","1.0","2.0","","","","","","","","","","","","","","","","","","","","","","","","","2.0"
"","","Quote 2 Source","","","","-9.0","-9.0","2.0","2.0","-9.0","2.0","2.0","1.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Quote 3 Source","","","","-9.0","-9.0","5.0","-9.0","-9.0","-9.0","4.0","4.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Quote 4 Source","","","","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
"","","Quote 5 Source","","","","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","-9.0"
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","Conflict of Interest ","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","The Guardian misinterpreted the study design and made it sound like an RTC when it was an intervention study.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
