"","","Code","0.0","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Mentions","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","What terms were included in the count?","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Is the same Advice being coded here?","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Note differences here","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Justification Offered for changing behaviour?","-9.0","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Caveats Mentioned?","-9.0","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Study Design  First IV and DV                    ","Study Design","4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Words to First Mention","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Study Design  Second IV and DV                    ","Study Design","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Words to First Mention","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","Study Facts","N","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Completion Rate","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Small or Large Based on what they say","0.0","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Duration of Study","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","0.0","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","Number of Time Points for longitudinal studies","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported?","","-9.0","-9.0","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Open Access?","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Link or reference to Original Research","","","2.0","1.0","","0.0","1.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Link or reference to PR and Other","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","Quotes","Present","","","1.0","1.0","","1.0","1.0","","","0.0","1.0","0.0","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0"
"","","Quote 1 Source","","","","1.0","","1.0","1.0","","","-9.0","1.0","-9.0","","","","","","","","","","","","","","","","","","2.0","","","","","","1.0"
"","","Quote 2 Source","","","","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","1.0","","","","","","-9.0"
"","","Quote 3 Source","","","","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Quote 4 Source","","","","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
"","","Quote 5 Source","","","","-9.0","","-9.0","-9.0","","","-9.0","-9.0","-9.0","","","","","","","","","","","","","","","","","","-9.0","","","","","","-9.0"
""," Funding Source + Conflict of Interest ","First mentioned Funding Source","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Second funding source","","3.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","1.0","1.0","","0.0","1.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","1.0"
"","","Conflict of Interest ","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Reported","","","0.0","0.0","","0.0","0.0","","","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","0.0","","","","","","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Notes:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","IV","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","IV2","-9.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","DV","16.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","DV2","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
